	company_name	industry_name	industryID	first_date	first_employees_on_platform	first_followers_count	last_date	last_employees_on_platform	last_followers_count	slope1	r_value1	slope2	r_value2	z-score1	z-score2	industry_total
3293	Aviat Networks	Telecommunications	26	2016-12-08 00:00:00	816	14318	2018-07-17 00:00:00	824	16658	114.8096157288917	0.9700657610075076	-1.3229597699225613e-05	-0.1525417198090293	-0.3352611022455298	0.07073606358650185	134
3302	China Mobile	Telecommunications	26	2015-09-16 00:00:00	6999	10697	2018-07-17 00:00:00	55297	37763	727.263498173519	0.9855285934776365	-9.302648066377881e-05	-0.6823049446478444	-0.08247008929884704	-0.23128041015705794	134
3343	DIRECTV	Telecommunications	26	2015-09-16 00:00:00	13498	77896	2018-07-17 00:00:00	12905	125237	1184.7104287341647	0.9773054328115263	-2.556405254463686e-05	-0.5502575108069763	0.10634163393523903	0.024052428592700723	134
3360	Envivio	Telecommunications	26	2017-11-01 00:00:00	89	3080	2018-02-17 00:00:00	88	3086	0.1491927737207059	0.22558295485791766	-4.571433628222557e-05	-0.20741810386814302	-0.382587317809774	-0.052212676174137045	134
3387	Ubiquiti Networks	Telecommunications	26	2016-09-06 00:00:00	351	10854	2018-07-17 00:00:00	622	19578	383.42731174662407	0.996671028508047	5.290268995431459e-06	0.06962629382733994	-0.2243888530556229	0.14083034077532064	134
3459	AudioCodes	Telecommunications	26	2016-01-16 00:00:00	712	5299	2018-07-17 00:00:00	1052	8325	91.37423141766544	0.9961101154379143	1.1272069371455146e-06	0.02212627267649637	-0.34493408287091637	0.12507391926976336	134
3465	OTELCO	Telecommunications	26	2018-01-10 00:00:00	110	511	2018-07-17 00:00:00	138	605	12.786615938333908	0.9568495410673189	4.594371481632327e-05	0.04412722145858557	-0.3773712075125105	0.29469612971603215	134
3474	Optical Cable Corporation	Telecommunications	26	2017-02-12 00:00:00	198	1627	2018-07-17 00:00:00	221	2073	24.701303017187268	0.998945858009142	-8.053275929014252e-06	-0.060269997281917176	-0.37245340732879073	0.09032748608223655	134
3536	BT Wholesale	Telecommunications	26	2017-07-04 00:00:00	996	6119	2018-07-17 00:00:00	1055	6835	57.86542565438628	0.9991257918173887	-5.207490974990678e-06	-0.06101197944569134	-0.3587648792693682	0.10109825688074592	134
3545	TDS Telecommunications Corp.	Telecommunications	26	2016-09-15 00:00:00	2309	5945	2017-11-16 00:00:00	2615	7150	82.71654500633751	0.9983771128604181	6.1569016584536964e-06	0.061775477241715775	-0.348507552450305	0.14411038544866	134
3548	Ceragon Networks	Telecommunications	26	2016-12-09 00:00:00	1489	15199	2018-07-17 00:00:00	1669	20749	269.58189360996073	0.9985749358876751	-5.275955075442713e-06	-0.07725776997423141	-0.27137867448549635	0.10083913289709691	134
3582	CenturyLink	Telecommunications	26	2015-09-23 00:00:00	21252	49265	2018-07-17 00:00:00	35029	94466	1150.587003643637	0.9850691438348564	4.799343232737828e-06	0.10285154892930409	0.09225715273411833	0.13897227737471815	134
3615	Consolidated Communications	Telecommunications	26	2017-02-11 00:00:00	974	3027	2018-07-17 00:00:00	2885	4460	71.4316554977075	0.9634562838133091	5.7438399405128153e-05	0.3603807801427403	-0.3531654029948901	0.3382013892867276	134
3620	Ericsson Digital Services	Telecommunications	26	2017-11-01 00:00:00	0	10530	2018-03-23 00:00:00	0	10616	462.2293062720247	0.8041745588448338	-0.0030262369519498448	-0.22841487181564094	-0.19186324322720286	-11.332940655194712	134
3658	MasTec Network Solutions	Telecommunications	26	2016-11-11 00:00:00	1636	10076	2018-07-17 00:00:00	1885	13148	126.09756480033535	0.9567934286961371	3.129452177395556e-05	0.4543272352991421	-0.3306019888630315	0.23925163788281217	134
3707	TELUS	Telecommunications	26	2016-08-19 00:00:00	19588	84990	2018-07-17 00:00:00	23806	104173	795.2376235465435	0.9973315794264787	2.1351612651154153e-06	0.08515049299136741	-0.05441369436079187	0.12888884036089487	134
3728	Turkcell	Telecommunications	26	2017-07-20 00:00:00	8501	153112	2018-07-17 00:00:00	9486	194369	3477.6630929328935	0.9868224968625597	5.369451246426843e-05	0.47214306243308934	1.0527603655921443	0.32403146823260204	134
3739	Crown Castle	Telecommunications	26	2015-09-17 00:00:00	1624	10451	2018-07-17 00:00:00	3731	22795	330.51718973479194	0.9918711714056943	-2.2669596184626806e-06	-0.039379982613418046	-0.24622756405393692	0.1122276253251932	134
3760	Windstream	Telecommunications	26	2016-12-30 00:00:00	9587	44135	2017-07-10 00:00:00	9501	48173	615.3167049497883	0.9906552409235326	2.0770657147520786e-05	0.1081548418373942	-0.12867625120968817	0.1994207526834204	134
3780	ADTRAN	Telecommunications	26	2016-11-28 00:00:00	1572	16998	2018-07-17 00:00:00	1868	20457	172.68924231903196	0.99373315943845	1.5619743887855065e-07	0.003278189601358423	-0.31137122277200036	0.12139882754007306	134
3799	Traffix Systems	Telecommunications	26	2017-10-31 00:00:00	10	843	2018-03-09 00:00:00	9	843	0.0	0.0	0.0	0.0	-0.3826488972910611	0.12080764906360512	134
3920	Bell	Telecommunications	26	2016-08-19 00:00:00	27614	108556	2018-07-17 00:00:00	33902	135618	1135.784825131928	0.9951852659452487	5.04175745849259e-06	0.1772475411699661	0.08614753728869608	0.13988977047630022	134
4292	Preformed Line Products	Telecommunications	26	2017-04-12 00:00:00	474	2728	2018-07-17 00:00:00	544	3596	52.41325530746651	0.9965409892014451	3.5804379488773047e-06	0.01835741126010939	-0.3610152685709338	0.13435894585119892	134
4324	TDS®	Telecommunications	26	2016-09-15 00:00:00	3060	2119	2018-07-17 00:00:00	3736	2744	28.33392674904891	0.9991761507291765	-8.048907328268502e-06	-0.0982297701581494	-0.37095403789191805	0.09034402042973745	134
4442	MetroPCS	Telecommunications	26	2017-11-01 00:00:00	4551	15010	2018-02-17 00:00:00	4576	15049	1.0948577551999479	0.25519840449019626	-5.935688162564969e-05	-0.2521608582085465	-0.38219699354956665	-0.10384719226592287	134
4540	Applied Optoelectronics, Inc.	Telecommunications	26	2016-12-07 00:00:00	143	1239	2018-07-17 00:00:00	223	1966	34.656821217296674	0.9974758965128032	-4.6512167745471374e-05	-0.24200069975979388	-0.36834425625251793	-0.05523232100510366	134
4550	Cogent Communications	Telecommunications	26	2016-08-09 00:00:00	1022	9434	2018-07-17 00:00:00	1238	14583	222.87666824881705	0.9988752399352252	-1.042449869272605e-05	-0.12969944925957358	-0.2906563075732645	0.0813528455831231	134
4666	Telefónica Business Solutions	Telecommunications	26	2017-11-01 00:00:00	1036	17300	2018-02-17 00:00:00	1040	17360	1.6560661620225925	0.25187811500455226	-7.928556507279456e-05	-0.2474130052479448	-0.3819653541629917	-0.1792735808346589	134
4685	OTT Communications	Telecommunications	26	2016-11-23 00:00:00	94	399	2018-01-09 00:00:00	107	508	7.652432186746935	0.9896792019470334	1.0409865921202861e-05	0.02900577199948918	-0.3794903474974471	0.16020707020467306	134
4705	Cable ONE	Telecommunications	26	2016-09-15 00:00:00	8498	14078	2018-07-17 00:00:00	10280	15545	61.880565810541555	0.9890507068672955	-5.535996923142878e-06	-0.19050678493889184	-0.35710762575805727	0.09985492250001848	134
4736	ViaSat Inc.	Telecommunications	26	2016-09-12 00:00:00	3130	20558	2017-11-29 00:00:00	4146	29181	587.9307865230709	0.9982373043970161	4.45171635323961e-06	0.03435297491775903	-0.1399798191321122	0.13765657379803625	134
4743	American Tower	Telecommunications	26	2015-09-17 00:00:00	2532	31472	2018-07-17 00:00:00	3703	47003	424.7421884410177	0.9989842047534739	-3.4259740852086655e-06	-0.09006215697877516	-0.2073360923030003	0.10784096949027935	134
4745	Calix	Telecommunications	26	2017-07-07 00:00:00	1139	11811	2018-07-17 00:00:00	1160	13693	153.41381852407102	0.9964882059634339	-1.8617907996326586e-05	-0.2311933889149433	-0.31932717512331116	0.05034230364365493	134
4765	Vocera Communications	Telecommunications	26	2017-04-15 00:00:00	582	7025	2018-07-17 00:00:00	664	8943	107.18426119415443	0.9820628889257602	2.6254933316267007e-05	0.21597747375568602	-0.3384084757085237	0.22017772573782332	134
4784	MTS Group	Telecommunications	26	2015-09-20 00:00:00	4725	17087	2018-07-17 00:00:00	5663	23477	157.89936568240125	0.928231607518946	-2.5702114758850692e-05	-0.5989537750576703	-0.3174757606049667	0.02352988859433246	134
4809	EXFO	Telecommunications	26	2016-12-31 00:00:00	1381	19019	2018-07-17 00:00:00	1466	26166	372.58086241382586	0.9907546284848255	2.4543549952836934e-05	0.3329643290446035	-0.22886573693587292	0.2137004555808406	134
4829	XTAR	Telecommunications	26	2017-01-30 00:00:00	17	253	2018-07-17 00:00:00	23	349	5.194014470030613	0.9919017800133239	-1.0999354586026144e-05	-0.032818716027981885	-0.38050506211134455	0.07917712212933455	134
4830	TDS Telecommunications LLC	Telecommunications	26	2017-11-17 00:00:00	2616	7156	2018-07-17 00:00:00	2681	7777	76.57470774908539	0.995656392727388	-3.558843564817683e-05	-0.25376978691003954	-0.35104260252692004	-0.013888011232881567	134
4853	MasTec Advanced Technologies	Telecommunications	26	2016-11-11 00:00:00	851	1903	2018-07-17 00:00:00	1141	3421	74.39111918156685	0.9933756371543003	-6.46176229851999e-05	-0.34652903938226076	-0.3519438811075023	-0.12375812732580527	134
4863	RED-C Optical Networks Ltd	Telecommunications	26	2017-11-01 00:00:00	23	386	2018-02-17 00:00:00	23	386	0.0	0.0	0.0	0.0	-0.3826488972910611	0.12080764906360512	134
4888	Sprint	Telecommunications	26	2015-09-18 00:00:00	38343	148510	2018-07-17 00:00:00	99672	267065	3502.0097158106887	0.9984177326748735	-6.21414007274106e-06	-0.20427221221093322	1.0628094609371561	0.09728827584508619	134
4966	Silicom Ltd. - Connectivity Solutions	Telecommunications	26	2017-04-11 00:00:00	186	531	2018-07-17 00:00:00	229	736	13.493738694562474	0.9893173353417468	1.4485478564551461e-05	0.053518510590991754	-0.3770793418178868	0.17563251181541362	134
4986	SK Telecom	Telecommunications	26	2016-12-16 00:00:00	5030	14422	2018-07-17 00:00:00	7671	17002	132.24546600838372	0.9994544900844049	-7.97826037560546e-07	-0.021033800765440952	-0.3280644358840622	0.11778802476785578	134
5007	Black Box Network Services	Telecommunications	26	2016-12-27 00:00:00	2535	17630	2017-03-22 00:00:00	2700	17997	122.50996738029068	0.9979172244874492	-2.4760576349094883e-07	-0.000991114968898032	-0.3320827736402265	0.11987050694990456	134
5016	Hughes Europe	Telecommunications	26	2017-11-01 00:00:00	22	496	2018-02-17 00:00:00	23	498	0.04973092457356863	0.2255829548579173	-9.46237605841804e-05	-0.207418103868143	-0.3826283707972987	-0.2373258198424885	134
18	CAS Medical Systems	Medical Devices	38	2017-07-26 00:00:00	182	1146	2018-07-17 00:00:00	208	1304	11.72260207949669	0.9892369111507203	5.253920404114337e-06	0.025619382621021237	-0.42541136590352246	-0.10473664265501106	124
35	ICU Medical	Medical Devices	38	2017-01-03 00:00:00	748	6839	2018-07-17 00:00:00	2160	12001	258.0293279226767	0.9902220119238089	9.71403481184429e-06	0.07282752453587372	-0.19058472821773578	-0.04477443455458557	124
49	Sientra, Inc.	Medical Devices	38	2017-11-01 00:00:00	117	1842	2018-07-17 00:00:00	139	2551	94.47131593506501	0.9774959461706629	0.00015403850377284793	0.028202127912880827	-0.34651947945175665	1.8955376405851418	124
54	Merit Medical Systems, Inc.	Medical Devices	38	2017-02-09 00:00:00	1581	15651	2018-07-17 00:00:00	2115	21195	314.0273238030567	0.9957263595376571	7.109117844491267e-06	0.1028892856660478	-0.13719673791939344	-0.07979518940563658	124
60	HemoCue AB	Medical Devices	38	2017-06-07 00:00:00	342	2354	2018-07-17 00:00:00	385	3052	55.457356446607065	0.991820064814935	-2.6578485262795016e-05	-0.1185264068141282	-0.3837150407914704	-0.5326945734265375	124
67	ENTrigue Surgical	Medical Devices	38	2017-11-01 00:00:00	4	764	2018-03-23 00:00:00	4	763	-0.02205563322566327	-0.21290531736763627	2.80858588589178e-05	0.20239514570191625	-0.4366086179152478	0.20221813917531298	124
97	Patterson Companies, Inc.	Medical Devices	38	2016-09-06 00:00:00	4105	3451	2018-07-17 00:00:00	4999	6157	115.69345426641829	0.9903720416601425	5.859555603859157e-06	0.032504669720455154	-0.3262864818679745	-0.09659442463990753	124
99	EDAP TMS	Medical Devices	38	2016-12-30 00:00:00	99	712	2018-07-17 00:00:00	118	1110	20.661276555452265	0.9441102381843857	2.1803117189380102e-05	0.09666280653973104	-0.41688931330682305	0.11775235444631195	124
224	Utah Medical Products	Medical Devices	38	2017-04-04 00:00:00	33	358	2018-07-17 00:00:00	31	435	4.948862574476961	0.9949369686647247	3.318907538345427e-06	0.011327307498761648	-0.43186938878973435	-0.1307511421784191	124
321	Invacare Corporation	Medical Devices	38	2016-12-22 00:00:00	1648	12201	2018-07-17 00:00:00	1821	15212	157.56984686411957	0.9988133672789349	-1.3449230998144055e-06	-0.025783001624640915	-0.2863619023078161	-0.19345213092117522	124
392	Omnicell	Medical Devices	38	2017-02-22 00:00:00	1522	6722	2018-07-17 00:00:00	2200	9855	188.36232579894553	0.9960031787131729	7.519153712279576e-06	0.0613710891228842	-0.2570046272698645	-0.07428262766723157	124
475	Varian Medical Systems	Medical Devices	38	2015-09-20 00:00:00	5071	40338	2018-07-17 00:00:00	6761	97265	1692.9387667808114	0.9884622077117418	-3.1020617267318244e-06	-0.05104911211609398	1.1774451449298986	-0.21707527202847782	124
537	AtriCure, Inc.	Medical Devices	38	2016-12-06 00:00:00	407	4277	2018-07-17 00:00:00	582	6770	129.6653684484313	0.9909822645857146	-1.902642752016381e-07	-0.0017076923118560738	-0.3129657833845501	-0.1779287863615763	124
539	NuVasive	Medical Devices	38	2016-09-14 00:00:00	1568	31156	2018-07-17 00:00:00	2487	45717	645.7984377383667	0.9870985031088781	1.4373470058874189e-05	0.23372068376855085	0.17911088583709409	0.017867462126056836	124
641	Otometrics	Medical Devices	38	2017-02-11 00:00:00	365	4711	2018-07-17 00:00:00	378	5910	63.69540552478013	0.965545522010021	3.184028665674651e-05	0.33826905277683444	-0.3758609582060458	0.25269302845646213	124
660	ResMed	Medical Devices	38	2015-09-20 00:00:00	2382	16311	2018-07-17 00:00:00	3424	33736	486.9101348382884	0.9978620625100065	-6.77073767381405e-06	-0.15606098039776845	0.027628193637362054	-0.26639730516079235	124
682	Dexcom	Medical Devices	38	2015-09-20 00:00:00	813	6776	2018-07-17 00:00:00	1993	21622	408.0620110135084	0.9990418871909607	-3.920972868583607e-05	-0.4498380230897302	-0.0475449050355272	-0.7025102277933518	124
690	BD	Medical Devices	38	2015-09-17 00:00:00	14754	104635	2018-07-17 00:00:00	23072	204576	2831.34327166877	0.996247092460287	-4.5904525321979855e-07	-0.0106766296625427	2.2627898560580704	-0.18154230374342384	124
727	FloMet LLC	Medical Devices	38	2016-12-08 00:00:00	146	460	2018-07-17 00:00:00	139	513	2.844199971858055	0.9942973809980068	-7.935169117971908e-06	-0.05545555401914192	-0.4338759553613296	-0.28205203375974086	124
751	Integra LifeSciences	Medical Devices	38	2016-09-15 00:00:00	2307	34304	2018-07-17 00:00:00	2949	43367	376.92238790896414	0.9895266103393627	9.84987106396026e-06	0.2539692866337367	-0.07723314423163621	-0.04294823888506569	124
922	IntriCon Corp	Medical Devices	38	2017-02-22 00:00:00	154	1553	2018-07-17 00:00:00	180	1851	18.020590783935184	0.9914271193260079	-8.966105804265109e-07	-0.0064149511457591984	-0.4194069195913744	-0.18742497418838527	124
1042	Allied Healthcare Products, Inc.	Medical Devices	38	2016-12-02 00:00:00	120	506	2018-07-17 00:00:00	135	642	6.891048642818991	0.998577741199765	-6.200414274584399e-06	-0.034279230078841844	-0.43001772589816023	-0.2587298223962513	124
1083	CooperVision	Medical Devices	38	2015-09-20 00:00:00	2173	13478	2018-07-17 00:00:00	3656	26243	343.1734418458324	0.9926606021662777	2.080039060710031e-06	0.04489011417050153	-0.10940908868591	-0.14740660943196868	124
1101	Accelerate Diagnostics	Medical Devices	38	2016-11-27 00:00:00	135	1387	2018-07-17 00:00:00	226	2877	72.94559413998469	0.9887883388077804	2.0516745732818502e-05	0.10339295204589659	-0.3670419108047547	0.10045825256428141	124
1150	GenMark Diagnostics	Medical Devices	38	2017-06-20 00:00:00	264	3987	2018-07-17 00:00:00	287	5083	82.15243345369497	0.9988344465116002	-2.783466951612441e-05	-0.2099234129713652	-0.3582641922412412	-0.5495828356379437	124
1177	Henry Schein	Medical Devices	38	2016-08-23 00:00:00	6183	40869	2018-07-17 00:00:00	8040	55112	564.5791537974661	0.996472188618425	4.22186410434501e-06	0.08327528553315836	0.1016771442378815	-0.11861170705041535	124
1192	Greatbatch Medical, an Integer company	Medical Devices	38	2016-11-20 00:00:00	1100	8169	2017-03-09 00:00:00	1079	8490	89.7865955946203	0.9982174516440907	8.554472192234315e-06	0.025783263835314454	-0.3509858500808123	-0.06036370620690541	124
1208	Globus Medical	Medical Devices	38	2016-12-16 00:00:00	991	10512	2018-07-17 00:00:00	1320	17307	324.4306584225914	0.9535092336419799	6.917179872648973e-05	0.567591611734987	-0.12727829139276103	0.7545814758805719	124
1212	Concord Medical Services Holdings Limited	Medical Devices	38	2017-07-02 00:00:00	8	120	2018-07-17 00:00:00	16	141	1.64524549365135	0.9721296950901972	2.9914567944759565e-06	0.004700218877218226	-0.4350190278774852	-0.13515342154876683	124
1241	Haemonetics	Medical Devices	38	2016-11-21 00:00:00	1949	15118	2018-07-17 00:00:00	2125	19554	244.09327387286277	0.9918892687893727	-5.779379251639646e-06	-0.09015114526052677	-0.20387123797065576	-0.2530693869554865	124
1256	Misonix	Medical Devices	38	2017-02-21 00:00:00	86	1908	2018-07-17 00:00:00	115	2542	37.412795511682035	0.9988347337253701	-9.693813665759332e-06	-0.07101331096441124	-0.40091856439952084	-0.3056954206124068	124
1337	K2M	Medical Devices	38	2017-01-03 00:00:00	497	6527	2018-07-17 00:00:00	651	8728	117.15315882538239	0.9971926546931732	3.0859407975232106e-06	0.04397626785253035	-0.32489481254825653	-0.13388316950252746	124
1347	Iradimed Corporation	Medical Devices	38	2017-10-31 00:00:00	60	269	2018-03-09 00:00:00	66	308	13.664667919392098	0.8901448756409844	-3.7869320710368804e-05	-0.005163322131147918	-0.42355981763667805	-0.6844896537414531	124
1411	CareFusion	Medical Devices	38	2016-09-29 00:00:00	5406	54682	2018-07-17 00:00:00	4423	59063	168.41230048284928	0.9821131154086792	-5.8255156310887665e-06	-0.24773512831761943	-0.2760248036401515	-0.25368964888884266	124
1447	Alveolus	Medical Devices	38	2017-11-01 00:00:00	10	30	2018-02-17 00:00:00	10	30	0.0	0.0	0.0	0.0	-0.43658759027105876	-0.17537085510224704	124
1702	Quidel	Medical Devices	38	2016-11-23 00:00:00	478	3828	2018-07-17 00:00:00	687	6115	119.05415744567647	0.967715128179793	2.7461595797487552e-05	0.1727672911123679	-0.3230824174026477	0.19382548639178473	124
1856	Anika Therapeutics	Medical Devices	38	2016-12-05 00:00:00	128	1706	2018-07-17 00:00:00	214	3926	113.17772299685076	0.9533686259656936	7.76077169223391e-05	0.29346861497342974	-0.32868495764378286	0.8679947734186366	124
1900	Dynatronics	Medical Devices	38	2016-12-30 00:00:00	108	803	2018-07-17 00:00:00	133	1989	72.11672007500871	0.9896199795220316	-2.201003275337467e-05	-0.037918879330182974	-0.36783215195256314	-0.47127585744203043	124
1939	Edwards Lifesciences	Medical Devices	38	2016-08-19 00:00:00	4807	46573	2018-07-17 00:00:00	7359	71725	1021.1697945037953	0.9881130874874846	1.2973640056607066e-05	0.22593208055918926	0.5369865926048399	-0.0009519873830604309	124
1971	Henry Schein Dental	Medical Devices	38	2017-11-01 00:00:00	0	3150	2018-03-23 00:00:00	0	3163	0.34746661524360534	0.2519971583543267	-8.777137080616249e-05	-0.2506006717286264	-0.4362563186962108	-1.3553776263225839	124
1982	The Cooper Companies	Medical Devices	38	2017-11-06 00:00:00	187	3646	2018-02-17 00:00:00	187	3646	0.0	0.0	0.0	0.0	-0.43658759027105876	-0.17537085510224704	124
1998	Medtronic	Medical Devices	38	2015-09-16 00:00:00	50898	276773	2018-07-17 00:00:00	75516	553208	7479.578947070718	0.9925457985685728	1.1352282861597746e-06	0.015198588953600154	6.694376330561095	-0.16010873657492264	124
2032	Vocera	Medical Devices	38	2016-12-21 00:00:00	550	6288	2017-04-14 00:00:00	582	7022	194.7448358236055	0.9925687101791585	0.00011869140356230588	0.19039319410678304	-0.2509195990841503	1.4203278175147367	124
2138	Kerr Corporation	Medical Devices	38	2017-06-07 00:00:00	394	10997	2018-07-17 00:00:00	471	12085	84.35969353545714	0.9983242005773696	-5.961366599005638e-06	-0.10844180855813143	-0.35615981014723264	-0.25551604239900866	124
2178	Akers Biosciences, Inc.	Medical Devices	38	2016-11-18 00:00:00	22	228	2018-07-17 00:00:00	23	411	7.936349059833132	0.917428763871323	3.9692640147821916e-05	0.09918131208187839	-0.42902114579480055	0.35826082584164404	124
2194	Zimmer Biomet	Medical Devices	38	2016-08-19 00:00:00	9891	77808	2018-07-17 00:00:00	15627	131535	2272.7935190505737	0.9846966208996203	1.7017830012587462e-05	0.28124049754652775	1.7302734989080502	0.05341849228846232	124
2245	Smith & Nephew	Medical Devices	38	2016-09-20 00:00:00	10306	102307	2018-07-17 00:00:00	13301	159943	2450.4820498458407	0.9965774631772673	-1.623213346550576e-05	-0.05081411459881242	1.8996801608623253	-0.39359722236440914	124
2284	Align Technology	Medical Devices	38	2016-08-23 00:00:00	1962	17498	2018-07-17 00:00:00	3558	36347	782.519900499467	0.9806820322325298	3.598487071726621e-05	0.2594493734803032	0.3094599101674853	0.3084132161484806	124
2291	GenMark Diagnostics, Inc.	Medical Devices	38	2017-01-17 00:00:00	244	3542	2017-06-19 00:00:00	264	3983	85.03665246659959	0.9991522890910605	-5.242324033330386e-06	-0.012526037582528642	-0.35551440353437075	-0.24584916482264896	124
2332	Surmodics	Medical Devices	38	2017-07-16 00:00:00	191	2095	2018-07-17 00:00:00	213	3250	115.12144871858317	0.9767201563205016	5.429275374430445e-05	0.11023794270070938	-0.3268318268603856	0.5545461606404243	124
2344	Biomet 3i	Medical Devices	38	2016-12-21 00:00:00	391	6682	2018-07-17 00:00:00	355	7216	26.992815596084235	0.9968485021262604	-5.59757951412513e-06	-0.14702752950817335	-0.41085288040310064	-0.25062525375689515	124
2349	Aethlon Medical, Inc.	Medical Devices	38	2016-11-18 00:00:00	14	764	2018-07-17 00:00:00	18	935	8.559384701498304	0.9971735102135043	-1.0371585605304383e-06	-0.007192855082315957	-0.4284271491656391	-0.1893145147832364	124
2445	Trinity Biotech	Medical Devices	38	2017-04-04 00:00:00	345	3350	2018-07-17 00:00:00	415	5284	116.14978661490252	0.9920732633729825	3.3054001765739246e-05	0.16944764889985053	-0.32585141867311057	0.2690103313969251	124
2455	Pro-Dex, Inc.	Medical Devices	38	2017-02-12 00:00:00	48	597	2018-07-17 00:00:00	53	668	4.341459864495511	0.9825040187054765	-1.4702589730214168e-05	-0.09210734106238243	-0.4324484811211268	-0.37303388892271466	124
2467	Endologix, Inc.	Medical Devices	38	2016-12-31 00:00:00	550	9270	2018-07-17 00:00:00	559	12087	133.58615394004644	0.9939735133865145	1.2629047440518952e-05	0.1292403897521691	-0.3092277414332743	-0.005584723736176111	124
2518	CONMED Corporation	Medical Devices	38	2016-11-19 00:00:00	1648	15932	2018-07-17 00:00:00	2195	25638	488.66182043912477	0.991680966218913	9.229208330891696e-06	0.10766593881789142	0.029298235080683854	-0.051292488506989156	124
2549	Mazor Robotics	Medical Devices	38	2017-02-09 00:00:00	194	6060	2018-07-17 00:00:00	203	9150	182.8362563108627	0.9971482049051362	9.964433826948957e-06	0.08865591853946733	-0.26227313267937863	-0.04140804605436558	124
2561	Leica Microsystems	Medical Devices	38	2017-06-07 00:00:00	1860	23129	2018-07-17 00:00:00	1992	32880	733.3328928793208	0.9975625445288967	1.7956712074858332e-05	0.1178593147399177	0.26256545538666826	0.06604091325194071	124
2577	Neovasc Inc.	Medical Devices	38	2018-05-28 00:00:00	82	2042	2018-07-17 00:00:00	88	2242	132.02337229322023	0.994854392198853	0.0006048687756321521	0.2001449843385975	-0.31071768353008455	7.956543280339071	124
2590	Integer Holdings Corporation	Medical Devices	38	2016-11-20 00:00:00	484	1044	2018-07-17 00:00:00	612	4201	124.18825019319318	0.9624271147779055	-2.9517419699763413e-05	-0.05911917010501063	-0.31818761912485344	-0.572205891341967	124
2620	LeMaitre Vascular	Medical Devices	38	2017-01-28 00:00:00	242	2625	2018-07-17 00:00:00	274	3039	23.27943011929729	0.9909047824876464	8.12593415577868e-06	0.09735872354282264	-0.4143931890282915	-0.06612501288468162	124
2636	CooperSurgical	Medical Devices	38	2015-09-20 00:00:00	274	2839	2018-07-17 00:00:00	497	7750	106.88838283149435	0.8246964955979783	7.599702738088259e-05	0.44747374660224676	-0.3346811585158335	0.8463405079355343	124
2678	Insulet Corporation	Medical Devices	38	2017-01-05 00:00:00	662	6572	2018-07-17 00:00:00	1048	11264	254.02556758283407	0.9939627486995228	1.4786855426435467e-05	0.12511085467029265	-0.1944018776499586	0.023425054862337393	124
2689	Glaukos Corporation	Medical Devices	38	2017-05-24 00:00:00	253	2733	2018-07-17 00:00:00	337	4127	93.32911329580526	0.9975115450801797	-3.034922205587019e-05	-0.1561582852502755	-0.34760844527035134	-0.5833887224121422	124
2703	Masimo	Medical Devices	38	2016-09-15 00:00:00	1205	24006	2018-07-17 00:00:00	1786	47439	1084.7466403919116	0.9938901185962247	-8.123560374434785e-06	-0.06852679378107426	0.5976001909686914	-0.2845847839745671	124
2713	Xoft, a subsidiary of iCAD, Inc.	Medical Devices	38	2017-11-01 00:00:00	75	761	2018-02-17 00:00:00	76	764	0.11421670496422354	0.2948162093139616	-8.851681834203642e-05	-0.27370128382329023	-0.43647869708228165	-1.3653994948640171	124
2748	Second Sight Medical Products	Medical Devices	38	2016-12-08 00:00:00	120	3197	2018-07-17 00:00:00	147	4861	89.54780810130119	0.9666298640850962	3.819442374718534e-05	0.2506936587403844	-0.35121350794921025	0.3381186601073429	124
2841	Chembio Diagnostic Systems, Inc.	Medical Devices	38	2016-12-29 00:00:00	69	1394	2018-07-17 00:00:00	84	2370	58.57038394397096	0.9936172381542895	-1.8450442046859293e-05	-0.0792619554035442	-0.3807471081143303	-0.42342037680088473	124
2854	BridgePoint Medical, Inc.	Medical Devices	38	2017-11-01 00:00:00	4	780	2018-03-23 00:00:00	4	780	0.0	0.0	0.0	0.0	-0.43658759027105876	-0.17537085510224704	124
2921	Meridian Bioscience Inc.	Medical Devices	38	2017-02-13 00:00:00	313	2786	2018-07-17 00:00:00	351	3569	43.1834930481141	0.9946281405861126	1.2603838322892514e-05	0.11341898160862604	-0.39541683278848566	-0.005923637543975476	124
2930	LivaNova	Medical Devices	38	2016-12-29 00:00:00	1401	16094	2018-07-17 00:00:00	2936	24317	421.4896287180284	0.9941848552476997	5.96427999337002e-06	0.07023053831769588	-0.034743133963753274	-0.09518649985076823	124
2993	NxStage Medical, Inc.	Medical Devices	38	2017-01-06 00:00:00	730	5551	2018-07-17 00:00:00	893	7635	116.11903229576781	0.9922079317915007	1.2768895391919197e-05	0.1435372465179235	-0.32588073956693514	-0.0037045943947075556	124
3038	Alphatec Spine	Medical Devices	38	2016-12-02 00:00:00	320	6737	2018-07-17 00:00:00	336	11344	236.77048619000624	0.9857334512509306	2.4674655838886723e-05	0.14372599181653611	-0.2108527184972855	0.156357596897428	124
3078	AngioDynamics	Medical Devices	38	2016-12-05 00:00:00	702	5518	2018-07-17 00:00:00	852	7366	88.43835756190636	0.9916495699260615	1.1625139157339353e-05	0.15024761752188343	-0.3522712482076336	-0.019081363482777138	124
